UniqueID
420825
537409
417566
624493
539055
518279
529269
510278
490213
510980
548567
486821
478647
479533
483869
600655
513916
522020
492995
568857
590630
467015
563215
513139
498082
586411
440293
566763
605314
519075
551137
525983
501823
451537
439084
584660
606338
641415
590213
422926
557071
582949
596436
507978
529381
480958
566809
585779
559601
612741
518864
604357
468164
557082
503444
650644
493777
508030
482553
460555
548388
584610
529422
558851
539731
566438
600956
576901
517611
502229
524678
558406
573625
433647
546769
616998
639238
652747
584459
653618
596844
431923
576883
434752
521436
508182
463163
525234
637252
594321
639321
584433
573647
465389
501910
543968
427177
603152
493843
515149
639803
478080
628799
446991
593737
426952
524703
558504
644762
607849
616967
426914
597017
644765
584591
566279
437494
529487
628750
440053
427136
457531
449156
484277
460472
547112
476624
606032
514635
647432
522196
527890
531676
449157
437998
547900
539350
598368
579393
599491
468999
508841
629049
579405
440431
633425
461951
451472
598830
527969
501429
504753
479174
651297
488655
436187
539017
426993
445234
632900
599286
484275
470009
461600
524071
579615
503543
600177
596040
451694
477704
437939
422738
601384
463091
474338
492350
474531
472917
492345
493571
500948
492156
540974
645956
504787
594419
574161
599406
451780
450522
521998
542701
501093
417430
623357
598020
599250
599551
472883
596745
441603
580403
594727
610853
644276
501382
627291
445895
508467
598742
514310
500977
503921
460552
611241
539046
501318
515846
551505
596072
473145
530577
480879
475179
579528
436212
491822
543941
504703
610274
472852
579452
476408
450504
522580
462735
486384
550621
439815
640764
444917
448442
537614
474933
579661
523652
529878
591475
623283
530373
596303
594134
632911
594585
492918
492701
442393
468127
595370
450895
579073
431444
541538
498448
638133
546494
487087
539031
618129
614194
502648
631071
583604
546084
582590
542059
441285
609616
606771
517344
516548
498430
418723
644204
540067
421853
554531
497002
608704
562691
609499
535499
442303
436581
519216
539745
615398
482998
546418
647023
478968
437687
609572
647019
419837
646536
620937
518055
608740
423589
462596
535895
632676
433219
438257
541546
485811
620494
591571
427695
631166
504316
457345
522515
628063
527245
592114
541819
429860
438537
420317
578650
519124
430970
461991
553038
554269
427719
647003
422687
457129
651640
565551
609317
428884
631505
467365
532726
649725
565167
540705
489620
538583
614238
582570
552088
609373
593707
607475
527301
548183
467068
516337
631256
542090
612331
527298
495080
639789
609134
428993
484817
584241
489607
609505
588491
485327
646947
650234
548718
420493
554431
608809
608853
549403
619993
620154
538789
461916
620526
502741
459292
539909
535528
423324
622665
638330
428242
614878
430422
431583
426869
428658
418738
431172
450096
438848
497386
489194
578958
617623
595964
490289
490258
596255
646691
596371
473496
594868
590133
510963
486742
648358
532910
504266
470998
521300
558953
504358
588020
636949
489209
465526
635998
461239
505778
541238
589843
510981
618097
522479
596281
636581
481417
580181
489139
478418
498618
597809
497316
595262
449927
437967
620796
515837
587842
495483
579337
596067
426088
596540
460140
463471
451638
478345
579365
595946
595218
461457
648809
595694
451730
514287
496918
590095
637962
644186
636512
589852
589426
580255
596426
613680
600315
534598
596205
472651
538137
588824
429990
451761
500693
424541
524894
596627
445417
533395
596325
621251
582248
580299
428548
600792
580016
613406
469847
621209
580383
548347
581628
595490
582173
445474
442769
595503
642710
535905
469016
580370
453142
472895
442584
642460
613955
595811
508035
498218
596385
614241
500684
428488
443240
493605
445734
430203
482192
582303
596349
533748
626285
423254
549109
613856
535150
580109
470026
469448
514354
621299
504392
613933
578848
603658
595630
476894
579137
440827
650769
584644
440590
532939
579198
488449
581831
604154
472909
579121
593059
490721
612585
538906
641151
617656
447023
539128
562968
583430
641142
593087
432461
613011
578097
614542
466746
489539
526573
582760
451543
435463
470459
613457
467914
640798
474181
580940
455735
468074
616305
447543
614569
579487
601951
561902
554724
583539
517210
602141
649281
641164
584247
616201
451461
423042
592475
583389
649285
567010
635523
642937
593439
649206
588276
461273
572305
598532
617120
438530
470979
447497
488587
496298
529155
497383
